row_id,Order_Id,shipping_date_(DateOrders),score_model,alert_flag,Shipping_Mode,Order_Region,Market,Order_Country,Order_State
alert_31571,74185,2017-12-20 21:57:00,0.999949208503599,1,First Class,Southeast Asia,Pacific Asia,Tailandia,Bangkok
alert_31569,74184,2017-12-20 21:36:00,0.999949208503599,1,First Class,Southeast Asia,Pacific Asia,Tailandia,Bangkok
alert_25778,68648,2017-10-01 02:06:00,0.9999487798813588,1,First Class,Western Europe,Europe,Alemania,Renania del Norte-Westfalia
alert_28168,70639,2017-10-30 03:38:00,0.9999474853767917,1,First Class,Western Europe,Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos
alert_20909,66604,2017-09-01 05:59:00,0.9999474758727986,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_20910,66604,2017-09-01 05:59:00,0.9999474758727986,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_8158,61208,2017-06-14 11:32:00,0.9999472357503946,1,First Class,Central America,LATAM,México,Nuevo León
alert_8159,61208,2017-06-14 11:32:00,0.9999468234972406,1,First Class,Central America,LATAM,México,Nuevo León
alert_8157,61208,2017-06-14 11:32:00,0.9999468234972406,1,First Class,Central America,LATAM,México,Nuevo León
alert_8156,61208,2017-06-14 11:32:00,0.9999468234972406,1,First Class,Central America,LATAM,México,Nuevo León
alert_8160,61208,2017-06-14 11:32:00,0.9999468234972406,1,First Class,Central America,LATAM,México,Nuevo León
alert_30728,73305,2017-12-08 01:39:00,0.9999463720625462,1,First Class,Southeast Asia,Pacific Asia,Filipinas,Calabarzón
alert_15530,64340,2017-07-30 04:49:00,0.9999461771959759,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_15527,64340,2017-07-30 04:49:00,0.9999461771959759,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_22015,67077,2017-09-08 03:42:00,0.9999461148701223,1,First Class,Western Europe,Europe,Alemania,Renania del Norte-Westfalia
alert_22014,67077,2017-09-08 03:42:00,0.9999461148701223,1,First Class,Western Europe,Europe,Alemania,Renania del Norte-Westfalia
alert_7064,60719,2017-06-07 08:13:00,0.9999459281809142,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7071,60722,2017-06-07 09:16:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7072,60724,2017-06-07 09:58:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7073,60724,2017-06-07 09:58:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7067,60721,2017-06-07 08:55:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7069,60721,2017-06-07 08:55:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7063,60719,2017-06-07 08:13:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7065,60719,2017-06-07 08:13:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7061,60719,2017-06-07 08:13:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7070,60722,2017-06-07 09:16:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_7068,60721,2017-06-07 08:55:00,0.999945845994017,1,First Class,Central America,LATAM,México,Distrito Federal
alert_15531,64340,2017-07-30 04:49:00,0.9999457875942448,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_15533,64340,2017-07-30 04:49:00,0.9999457875942448,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_5571,60121,2017-05-29 14:42:00,0.9999455114948222,1,First Class,South America,LATAM,Brasil,Pará
alert_30704,73285,2017-12-07 18:38:00,0.9999452620831668,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_30703,73284,2017-12-07 18:17:00,0.9999452620831668,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_30707,73286,2017-12-07 18:59:00,0.9999452620831668,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_26844,69234,2017-10-09 15:24:00,0.9999452267291726,1,First Class,Western Europe,Europe,Alemania,Sajonia
alert_32083,74733,2017-12-28 21:56:00,0.9999450345763703,1,First Class,South Asia,Pacific Asia,India,Jharkhand
alert_31102,73714,2017-12-14 00:56:00,0.9999449248859988,1,First Class,Eastern Asia,Pacific Asia,China,Guangdong
alert_31104,73715,2017-12-14 01:17:00,0.9999449248859988,1,First Class,Eastern Asia,Pacific Asia,China,Guangdong
alert_26936,69337,2017-10-11 03:29:00,0.9999449166698672,1,First Class,Western Europe,Europe,Francia,Isla de Francia
alert_32129,74775,2017-12-29 12:39:00,0.9999449085165792,1,First Class,South Asia,Pacific Asia,Pakistán,Punyab
alert_20907,66604,2017-09-01 05:59:00,0.9999447669920726,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_20911,66604,2017-09-01 05:59:00,0.9999447669920726,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_20908,66604,2017-09-01 05:59:00,0.9999447669920726,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_30771,73353,2017-12-08 18:28:00,0.9999446728380613,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_5569,60121,2017-05-29 14:42:00,0.9999445891461732,1,First Class,South America,LATAM,Brasil,Pará
alert_5573,60121,2017-05-29 14:42:00,0.9999445891461732,1,First Class,South America,LATAM,Brasil,Pará
alert_5570,60121,2017-05-29 14:42:00,0.9999445891461732,1,First Class,South America,LATAM,Brasil,Pará
alert_5560,60120,2017-05-29 14:21:00,0.9999445891461732,1,First Class,South America,LATAM,Brasil,Pará
alert_5572,60121,2017-05-29 14:42:00,0.9999445891461732,1,First Class,South America,LATAM,Brasil,Pará
alert_30751,73326,2017-12-08 09:00:00,0.9999445757281848,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_31915,74568,2017-12-26 12:08:00,0.9999445457652107,1,First Class,Eastern Asia,Pacific Asia,China,Anhui
alert_4483,59628,2017-05-22 09:59:00,0.9999442520022135,1,First Class,Central America,LATAM,Panamá,Panamá
alert_9730,61925,2017-06-24 22:44:00,0.9999442126756306,1,First Class,Northern Europe,Europe,Suecia,Upsala
alert_30588,73163,2017-12-05 23:54:00,0.9999439540905027,1,First Class,Oceania,Pacific Asia,Australia,Australia del Sur
alert_30586,73162,2017-12-05 23:33:00,0.9999439540905027,1,First Class,Oceania,Pacific Asia,Australia,Australia del Sur
alert_32589,75260,2018-01-05 14:34:00,0.9999438475780064,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_32586,75259,2018-01-05 14:13:00,0.9999438475780064,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_4484,59628,2017-05-22 09:59:00,0.9999438164380015,1,First Class,Central America,LATAM,Panamá,Panamá
alert_4486,59629,2017-05-22 10:20:00,0.9999438164380015,1,First Class,Central America,LATAM,Panamá,Panamá
alert_4485,59628,2017-05-22 09:59:00,0.9999438164380015,1,First Class,Central America,LATAM,Panamá,Panamá
alert_32985,75663,2018-01-11 11:46:00,0.9999436854793896,1,First Class,South Asia,Pacific Asia,India,Karnataka
alert_5209,59962,2017-05-27 07:00:00,0.9999433209435359,1,First Class,South America,LATAM,Venezuela,Distrito Capital
alert_5208,59962,2017-05-27 07:00:00,0.9999433209435359,1,First Class,South America,LATAM,Venezuela,Distrito Capital
alert_34050,76520,2018-01-28 00:00:00,0.9999430613462642,1,Second Class,South Asia,Pacific Asia,Afganistán,Kabul
alert_30404,72690,2017-12-03 02:11:00,0.9999428649240956,1,Second Class,South Asia,Pacific Asia,Afganistán,Kandahar
alert_27934,70388,2017-10-26 11:42:00,0.999942842764042,1,First Class,Northern Europe,Europe,Suecia,Upsala
alert_32878,75556,2018-01-09 22:16:00,0.9999427910994375,1,First Class,South Asia,Pacific Asia,India,Karnataka
alert_32879,75557,2018-01-09 22:37:00,0.9999427910994375,1,First Class,South Asia,Pacific Asia,India,Karnataka
alert_10148,62102,2017-06-27 12:44:00,0.9999424349368998,1,First Class,Western Europe,Europe,Países Bajos,Holanda Septentrional
alert_33385,76092,2018-01-17 18:03:00,0.9999423894988794,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_26748,69143,2017-10-08 07:31:00,0.9999423392462664,1,First Class,Western Europe,Europe,Francia,Provenza-Alpes-Costa Azul
alert_26746,69142,2017-10-08 07:10:00,0.9999423392462664,1,First Class,Western Europe,Europe,Francia,Provenza-Alpes-Costa Azul
alert_26754,69145,2017-10-08 08:13:00,0.9999423392462664,1,First Class,Western Europe,Europe,Francia,Provenza-Alpes-Costa Azul
alert_26751,69144,2017-10-08 07:52:00,0.9999423392462664,1,First Class,Western Europe,Europe,Francia,Provenza-Alpes-Costa Azul
alert_5447,60054,2017-05-28 15:14:00,0.9999422674583831,1,First Class,Central America,LATAM,El Salvador,San Salvador
alert_31021,73628,2017-12-12 18:49:00,0.999942020335243,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_33489,76218,2018-01-19 14:12:00,0.9999419276621632,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_32988,75666,2018-01-11 12:49:00,0.9999419214317008,1,First Class,Eastern Asia,Pacific Asia,China,Anhui
alert_4771,59771,2017-05-24 12:05:00,0.9999416609137433,1,First Class,Central America,LATAM,Guatemala,Guatemala
alert_4773,59771,2017-05-24 12:05:00,0.9999415722411579,1,First Class,Central America,LATAM,Guatemala,Guatemala
alert_4772,59771,2017-05-24 12:05:00,0.9999415722411579,1,First Class,Central America,LATAM,Guatemala,Guatemala
alert_4774,59771,2017-05-24 12:05:00,0.9999415722411579,1,First Class,Central America,LATAM,Guatemala,Guatemala
alert_30653,73235,2017-12-07 01:07:00,0.9999415371112587,1,First Class,Oceania,Pacific Asia,Australia,Territorio de la Capital Australiana
alert_30648,73231,2017-12-06 23:43:00,0.9999415371112587,1,First Class,Oceania,Pacific Asia,Australia,Territorio de la Capital Australiana
alert_30649,73232,2017-12-07 00:04:00,0.9999415371112587,1,First Class,Oceania,Pacific Asia,Australia,Territorio de la Capital Australiana
alert_30650,73233,2017-12-07 00:25:00,0.9999415371112587,1,First Class,Oceania,Pacific Asia,Australia,Territorio de la Capital Australiana
alert_30810,73390,2017-12-09 07:26:00,0.9999414616327064,1,First Class,Eastern Asia,Pacific Asia,China,Mongolia Interior
alert_8679,61441,2017-06-17 21:10:00,0.9999413972047648,1,First Class,South America,LATAM,Brasil,Marañón
alert_8678,61441,2017-06-17 21:10:00,0.9999413972047648,1,First Class,South America,LATAM,Brasil,Marañón
alert_8680,61441,2017-06-17 21:10:00,0.9999413972047648,1,First Class,South America,LATAM,Brasil,Marañón
alert_33618,76351,2018-01-21 12:48:00,0.9999413715724159,1,First Class,Southeast Asia,Pacific Asia,Malasia,Kuala Lumpur
alert_26415,68925,2017-10-05 03:08:00,0.999941320619619,1,First Class,Western Europe,Europe,Países Bajos,Brabante Septentrional
alert_26418,68926,2017-10-05 03:29:00,0.999941320619619,1,First Class,Western Europe,Europe,Países Bajos,Brabante Septentrional
alert_29505,72031,2017-11-19 11:19:00,0.9999412180148638,1,First Class,Southeast Asia,Pacific Asia,Tailandia,Bangkok
alert_21744,66954,2017-09-06 08:37:00,0.9999411407827031,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_21746,66954,2017-09-06 08:37:00,0.9999411407827031,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_21743,66953,2017-09-06 08:16:00,0.9999411274622103,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_21745,66954,2017-09-06 08:37:00,0.9999411274622103,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_21742,66953,2017-09-06 08:16:00,0.9999411274622103,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_31888,74532,2017-12-25 23:31:00,0.9999410711098502,1,First Class,South Asia,Pacific Asia,Bangladés,Chittagong
alert_7059,60719,2017-06-07 08:13:00,0.9999409071963637,1,First Class,Central America,LATAM,México,Distrito Federal
alert_4941,59826,2017-05-25 07:21:00,0.9999408815254666,1,First Class,Central America,LATAM,El Salvador,San Salvador
alert_4938,59826,2017-05-25 07:21:00,0.9999408815254666,1,First Class,Central America,LATAM,El Salvador,San Salvador
alert_4942,59826,2017-05-25 07:21:00,0.9999408815254666,1,First Class,Central America,LATAM,El Salvador,San Salvador
alert_4940,59826,2017-05-25 07:21:00,0.9999408815254666,1,First Class,Central America,LATAM,El Salvador,San Salvador
alert_4939,59826,2017-05-25 07:21:00,0.9999408815254666,1,First Class,Central America,LATAM,El Salvador,San Salvador
alert_28181,70648,2017-10-30 06:47:00,0.9999408529929075,1,First Class,Western Europe,Europe,Países Bajos,Güeldres
alert_21749,66954,2017-09-06 08:37:00,0.9999407147265539,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_21748,66954,2017-09-06 08:37:00,0.9999407147265539,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_8337,61293,2017-06-15 17:19:00,0.9999407115194551,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_30478,73042,2017-12-04 05:30:00,0.9999405612391322,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_30479,73043,2017-12-04 05:51:00,0.9999405612391322,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Occidental
alert_25230,68399,2017-09-27 10:51:00,0.9999405521377933,1,First Class,Western Europe,Europe,Países Bajos,Overijssel
alert_25226,68399,2017-09-27 10:51:00,0.9999405521377933,1,First Class,Western Europe,Europe,Países Bajos,Overijssel
alert_25227,68399,2017-09-27 10:51:00,0.9999405521377933,1,First Class,Western Europe,Europe,Países Bajos,Overijssel
alert_25228,68399,2017-09-27 10:51:00,0.9999405521377933,1,First Class,Western Europe,Europe,Países Bajos,Overijssel
alert_8338,61293,2017-06-15 17:19:00,0.9999403505879352,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_8343,61294,2017-06-15 17:40:00,0.9999403505879352,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_30464,73028,2017-12-04 00:36:00,0.9999402885583256,1,First Class,South Asia,Pacific Asia,India,Karnataka
alert_30109,72669,2017-11-28 18:50:00,0.9999402143729459,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_30107,72668,2017-11-28 18:29:00,0.9999402143729459,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_32270,74935,2017-12-31 20:43:00,0.9999401000314044,1,First Class,South Asia,Pacific Asia,India,Madhya Pradesh
alert_32219,74883,2017-12-31 02:30:00,0.9999401000314044,1,First Class,South Asia,Pacific Asia,India,Maharashtra
alert_32268,74934,2017-12-31 20:22:00,0.9999401000314044,1,First Class,South Asia,Pacific Asia,India,Madhya Pradesh
alert_32218,74881,2017-12-31 01:47:00,0.9999401000314044,1,First Class,South Asia,Pacific Asia,India,Maharashtra
alert_32267,74933,2017-12-31 20:01:00,0.9999401000314044,1,First Class,South Asia,Pacific Asia,India,Madhya Pradesh
alert_12018,62890,2017-07-09 00:49:00,0.9999400943274,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_32117,74761,2017-12-29 07:45:00,0.9999400426075065,1,First Class,Southeast Asia,Pacific Asia,Malasia,Sabah
alert_11744,62772,2017-07-07 07:28:00,0.9999400259857221,1,First Class,Southern Europe,Europe,Portugal,Lisboa
alert_30035,72595,2017-11-27 16:54:00,0.9999399940569309,1,First Class,Eastern Asia,Pacific Asia,China,Sichuan
alert_32228,74893,2017-12-31 06:00:00,0.9999399500984593,1,First Class,Southeast Asia,Pacific Asia,Camboya,Nom Pen
alert_17246,65093,2017-08-10 04:37:00,0.9999399314735986,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_12853,63241,2017-07-14 03:47:00,0.9999397560530332,1,First Class,Northern Europe,Europe,Suecia,Västra Götaland
alert_831,58136,2017-04-30 15:16:00,0.9999397426315478,1,First Class,Central America,LATAM,México,Coahuila
alert_29847,72388,2017-11-24 16:23:00,0.9999396838085859,1,First Class,Oceania,Pacific Asia,Australia,Australia del Sur
alert_25158,68388,2017-09-27 07:00:00,0.9999396078616468,1,First Class,Southern Europe,Europe,España,Cataluña
alert_25160,68388,2017-09-27 07:00:00,0.9999396078616468,1,First Class,Southern Europe,Europe,España,Cataluña
alert_32236,74898,2017-12-31 07:45:00,0.9999395842714178,1,First Class,South Asia,Pacific Asia,Bangladés,Sylhet
alert_32235,74897,2017-12-31 07:24:00,0.9999395842714178,1,First Class,Eastern Asia,Pacific Asia,China,Tianjin
alert_32234,74896,2017-12-31 07:03:00,0.9999395842714178,1,First Class,Eastern Asia,Pacific Asia,China,Tianjin
alert_32229,74894,2017-12-31 06:21:00,0.9999395842714178,1,First Class,Eastern Asia,Pacific Asia,China,Tianjin
alert_32232,74895,2017-12-31 06:42:00,0.9999395842714178,1,First Class,Eastern Asia,Pacific Asia,China,Tianjin
alert_26951,69355,2017-10-11 09:47:00,0.999939486988116,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_23330,67616,2017-09-16 00:32:00,0.9999394225041249,1,First Class,Western Europe,Europe,Francia,Isla de Francia
alert_23329,67616,2017-09-16 00:32:00,0.9999394225041249,1,First Class,Western Europe,Europe,Francia,Isla de Francia
alert_3835,59371,2017-05-18 15:57:00,0.9999393741842746,1,First Class,South America,LATAM,Argentina,Santa Fe
alert_3833,59371,2017-05-18 15:57:00,0.9999393741842746,1,First Class,South America,LATAM,Argentina,Santa Fe
alert_3834,59371,2017-05-18 15:57:00,0.9999393741842746,1,First Class,South America,LATAM,Argentina,Santa Fe
alert_28451,70929,2017-11-03 09:14:00,0.9999393257077117,1,First Class,Southern Europe,Europe,España,Madrid
alert_8922,61553,2017-06-19 12:24:00,0.9999393063293206,1,First Class,South America,LATAM,Brasil,Río Grande del Norte
alert_8921,61553,2017-06-19 12:24:00,0.9999393063293206,1,First Class,South America,LATAM,Brasil,Río Grande del Norte
alert_8923,61553,2017-06-19 12:24:00,0.9999393063293206,1,First Class,South America,LATAM,Brasil,Río Grande del Norte
alert_8920,61553,2017-06-19 12:24:00,0.9999393063293206,1,First Class,South America,LATAM,Brasil,Río Grande del Norte
alert_32227,74892,2017-12-31 05:39:00,0.9999392869039373,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Sumatra Septentrional
alert_31568,74183,2017-12-20 21:15:00,0.9999392761097475,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Oriental
alert_31567,74182,2017-12-20 20:54:00,0.9999392761097475,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Java Oriental
alert_32344,75013,2018-01-02 00:02:00,0.9999392568630807,1,First Class,South Asia,Pacific Asia,India,Jharkhand
alert_32345,75014,2018-01-02 00:23:00,0.9999392568630807,1,First Class,South Asia,Pacific Asia,India,Jharkhand
alert_13653,63573,2017-07-19 00:06:00,0.9999392474895102,1,First Class,Southern Europe,Europe,España,Castilla-La Mancha
alert_18434,65565,2017-08-17 01:59:00,0.999939247465972,1,First Class,Western Europe,Europe,Austria,Carintia
alert_25229,68399,2017-09-27 10:51:00,0.9999392262557163,1,First Class,Western Europe,Europe,Países Bajos,Overijssel
alert_30497,73064,2017-12-04 13:13:00,0.9999391548168666,1,First Class,Southeast Asia,Pacific Asia,Tailandia,Bangkok
alert_15507,64337,2017-07-30 03:45:00,0.9999391446998909,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_15512,64338,2017-07-30 04:07:00,0.9999391446998909,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_15513,64338,2017-07-30 04:07:00,0.9999391446998909,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_15505,64337,2017-07-30 03:45:00,0.9999391446998909,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_15510,64338,2017-07-30 04:07:00,0.9999391446998909,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_15511,64338,2017-07-30 04:07:00,0.9999391446998909,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_12025,62891,2017-07-09 01:10:00,0.9999390802857852,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_12022,62891,2017-07-09 01:10:00,0.9999390802857852,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_29477,72007,2017-11-19 02:54:00,0.9999390513427033,1,First Class,Eastern Asia,Pacific Asia,China,Sichuan
alert_8563,61387,2017-06-17 02:15:00,0.9999390051119325,1,First Class,South America,LATAM,Brasil,Minas Gerais
alert_31652,74270,2017-12-22 03:44:00,0.999938948563209,1,First Class,Oceania,Pacific Asia,Australia,Queensland
alert_9928,62007,2017-06-26 03:27:00,0.9999389312814866,1,First Class,Western Europe,Europe,Alemania,Sajonia
alert_9929,62007,2017-06-26 03:27:00,0.9999389312814866,1,First Class,Western Europe,Europe,Alemania,Sajonia
alert_29607,72141,2017-11-21 01:51:00,0.9999388417161622,1,First Class,South Asia,Pacific Asia,India,Maharashtra
alert_29608,72144,2017-11-21 02:54:00,0.9999388417161622,1,First Class,South Asia,Pacific Asia,India,Maharashtra
alert_15506,64337,2017-07-30 03:45:00,0.9999388229898851,1,First Class,Southern Europe,Europe,Italia,Lombardía
alert_8342,61294,2017-06-15 17:40:00,0.9999388185877411,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_8341,61294,2017-06-15 17:40:00,0.9999388185877411,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_8340,61294,2017-06-15 17:40:00,0.9999388185877411,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_8339,61294,2017-06-15 17:40:00,0.9999388185877411,1,First Class,South America,LATAM,Brasil,Santa Catarina
alert_22460,67268,2017-09-10 22:37:00,0.9999388168264945,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_22774,67392,2017-09-12 18:04:00,0.9999388168264945,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_29373,71892,2017-11-17 10:37:00,0.9999388158372744,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Yakarta
alert_29371,71891,2017-11-17 10:16:00,0.9999388158372744,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Yakarta
alert_12129,62918,2017-07-09 10:37:00,0.9999387920748053,1,First Class,Southern Europe,Europe,Italia,Sicilia
alert_12127,62918,2017-07-09 10:37:00,0.9999387920748053,1,First Class,Southern Europe,Europe,Italia,Sicilia
alert_12130,62918,2017-07-09 10:37:00,0.9999387920748053,1,First Class,Southern Europe,Europe,Italia,Sicilia
alert_15557,64348,2017-07-30 07:37:00,0.9999387857504465,1,First Class,Western Europe,Europe,Francia,Aquitania-Lemosín-Poitou-Charentes
alert_15553,64348,2017-07-30 07:37:00,0.9999387857504465,1,First Class,Western Europe,Europe,Francia,Aquitania-Lemosín-Poitou-Charentes
alert_31197,73812,2017-12-15 11:16:00,0.999938746311707,1,First Class,South Asia,Pacific Asia,India,Uttar Pradesh
alert_32666,75332,2018-01-06 15:48:00,0.9999387025256319,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Sumatra Occidental
alert_32667,75333,2018-01-06 16:09:00,0.9999387025256319,1,First Class,Southeast Asia,Pacific Asia,Indonesia,Sumatra Occidental
alert_32111,74759,2017-12-29 07:03:00,0.9999386772967241,1,First Class,Oceania,Pacific Asia,Australia,Victoria
alert_31947,74594,2017-12-26 21:15:00,0.9999386565089002,1,First Class,Southeast Asia,Pacific Asia,Myanmar (Birmania),Rangún
alert_31950,74595,2017-12-26 21:36:00,0.9999386565089002,1,First Class,Southeast Asia,Pacific Asia,Myanmar (Birmania),Rangún
alert_12024,62891,2017-07-09 01:10:00,0.9999386476266187,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_12021,62891,2017-07-09 01:10:00,0.9999386476266187,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_12023,62891,2017-07-09 01:10:00,0.9999386476266187,1,First Class,Southern Europe,Europe,Italia,Lacio
alert_3823,59370,2017-05-18 15:36:00,0.9999386218473417,1,First Class,South America,LATAM,Argentina,Santa Fe
alert_3832,59371,2017-05-18 15:57:00,0.9999386218473417,1,First Class,South America,LATAM,Argentina,Santa Fe
alert_12128,62918,2017-07-09 10:37:00,0.9999386104495847,1,First Class,Southern Europe,Europe,Italia,Sicilia
alert_11272,62601,2017-07-04 19:34:00,0.9999386099566213,1,First Class,Western Europe,Europe,Alemania,Berlín
alert_11270,62601,2017-07-04 19:34:00,0.9999386099566213,1,First Class,Western Europe,Europe,Alemania,Berlín
alert_8924,61553,2017-06-19 12:24:00,0.9999385900052057,1,First Class,South America,LATAM,Brasil,Río Grande del Norte
alert_22478,67272,2017-09-11 00:01:00,0.9999385859353056,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_22479,67272,2017-09-11 00:01:00,0.9999385859353056,1,First Class,Northern Europe,Europe,Suecia,Estocolmo
alert_26410,68921,2017-10-05 01:44:00,0.9999385634590078,1,First Class,Western Europe,Europe,Países Bajos,Holanda Septentrional
alert_26411,68922,2017-10-05 02:05:00,0.9999385634590078,1,First Class,Western Europe,Europe,Países Bajos,Holanda Septentrional
alert_23328,67616,2017-09-16 00:32:00,0.9999385506679863,1,First Class,Western Europe,Europe,Francia,Isla de Francia
alert_32098,74747,2017-12-29 02:51:00,0.9999385325776827,1,First Class,South Asia,Pacific Asia,India,Maharashtra
alert_3704,59315,2017-05-17 20:20:00,0.9999384534996119,1,First Class,Caribbean,LATAM,República Dominicana,Santo Domingo
